Title,IMDB id,Year,Rating,Genre,Top_cast
An Officer and a Gentleman,tt0084434,1982,7.0,"Drama, Romance","Richard GereZack Mayo, Debra WingerPaula Pokrifki, David KeithSid Worley"
Shaandaar,tt4007558,2015,3.6,"Comedy, Drama, Romance","Shahid KapoorJagjinder Joginder, Alia BhattAlia Arora, Pankaj KapurBipin Arora"
Kurbaan,tt1185442,2009,5.7,"Action, Crime, Drama","Lewis TanSWAT Team Member, Kareena KapoorAvantika Ahuja…, Saif Ali KhanEhsaan Khan…"
Angoor,tt0215517,1982,8.3,Comedy,"Sanjeev KumarAshok…, Moushumi ChatterjeeSudha(as Moushmi), Deven VermaBahadur…"
Ek Chalis Ki Last Local,tt0995718,2007,7.3,"Adventure, Comedy, Crime","Abhay DeolNilesh Rastogi, Neha DhupiaMadhu…, Amit MistryPatrick"
The Lord of the Rings: The Rings of Power,tt7631058,2022– ,7.0,"Action, Adventure, Drama","Morfydd ClarkGaladriel8 eps • 20228 episodes • 2022, Mike WoodSPACT Orc Warlord8 eps8 episodes, Ismael Cruz CordovaArondir7 eps • 20227 episodes • 2022"
Biwi No. 1,tt0207341,1999,5.7,"Comedy, Drama, Romance","Karisma KapoorPooja Mehra, Salman KhanPrem Mehra, Anil KapoorLakhan"
Parched,tt3043252,2015,7.5,Drama,"Tannishtha ChatterjeeRani, Radhika ApteLajjo, Surveen ChawlaBijli"
Mera Naam Joker,tt0066070,1970,7.9,"Comedy, Drama","Raj KapoorRaj 'Raju' Ranbir, Manoj KumarDavid, Simi GarewalMary"
Akele Hum Akele Tum,tt0112313,1995,6.9,"Drama, Romance","Aamir KhanRohit Kumar, Manisha KoiralaKiran Kumar, Master AdilSunil Kumar 'Sonu'"
Kaante,tt0294662,2002,6.6,"Action, Crime, Drama","Amitabh BachchanYashvardhan 'Major' Rampal, Sanjay DuttJay 'Ajju' Rehan, Suniel ShettyMarc Issak(as Sunil Shetty)"
Mere Dad Ki Maruti,tt2323964,2013,6.4,"Comedy, Drama, Romance","Saqib SaleemSameer Khullar, Rhea ChakrabortyJasleen…, Ram KapoorTej Khullar"
Dhol,tt0995035,2007,6.5,"Comedy, Crime, Mystery","Sharman JoshiPankaj 'Pakya' Tiwari, Tusshar KapoorSameer 'Sam' Arya, Kunal KemmuGautam Sesodia(as Kunal Khemu)"
Maine Pyaar Kyun Kiya,tt0451803,2005,5.6,"Comedy, Drama, Romance","Salman KhanDr. Samir Malhotra, Sushmita SenNaina, Katrina KaifSonia"
Blue Bloods,tt1595859,2010–2024,7.7,"Crime, Drama, Mystery","Donnie WahlbergDanny Reagan276 eps • 2010–2024276 episodes • 2010–2024, Bridget MoynahanErin Reagan…276 eps • 2010–2024276 episodes • 2010–2024, Will EstesJamie Reagan276 eps • 2010–2024276 episodes • 2010–2024"
Gupt: The Hidden Truth,tt0119239,1997,7.3,"Action, Crime, Mystery","Bobby DeolSahil Sinha, Manisha KoiralaSheetal Choudhry, KajolIsha Diwan"
Batti Gul Meter Chalu,tt7720922,2018,5.9,Drama,"Shahid KapoorSushil Kumar Pant…, Shraddha KapoorLalita Nautiyal…, Divyendu SharmaSundar Mohan Tripathi"
The Game of Love,tt0111793,1994,5.9,"Comedy, Drama, Musical","KajolSapna, Akshay KumarVijay Saigal, Saif Ali KhanVikram 'Vicky' Saigal"
City Lights,tt3709344,2014,7.3,"Drama, Thriller","Rajkummar RaoDeepak Singh, Patralekhaa PaulRakhee(as Patralekhaa), Manav KaulVishnu- Deepak's workmate"
Sabse Bada Khiladi,tt0114317,1995,5.9,"Action, Crime, Thriller","Akshay KumarInspector Vijay Kumar…, Mamta KulkarniSunita Das, Mohnish BehlAmit Singh Choudhury"
Deewane Huye Paagal,tt0444781,2005,5.5,"Action, Comedy, Drama","Shahid KapoorKaran, Akshay KumarRocky Hiranandani, Suniel ShettySanju Malwani(as Sunil Shetty)"
Fukrey Returns,tt6712014,2017,6.5,Comedy,"Pulkit SamratHunny, Varun SharmaChoocha, Ali FazalZafar"
Dream Girl,tt9248940,2019,7.0,"Comedy, Romance","Ayushmann KhurranaKaramveer Singh, Nushrratt BharucchaMahi(as Nushrat Bharucha), Annu KapoorJagjeet Singh"
Bandit Queen,tt0109206,1994,7.5,"Action, Biography, Crime","Seema BiswasPhoolan Devi, Nirmal PandeyVikram Mallah(as Nirmal Panday), Rajesh VivekMustaquim"
Tumhari Sulu,tt6791730,2017,7.0,"Comedy, Drama","Vidya BalanSulochana…, Manav KaulAshok, Neha DhupiaMaria"
Fitoor,tt4399594,2016,5.4,"Drama, Romance","Aditya Roy KapoorNoor, Katrina KaifFirdaus, TabuBegum"
Mard Ko Dard Nahin Hota,tt8055888,2018,7.3,"Action, Comedy, Drama","Abhimanyu DasaniSurya, Radhika MadanSupri, Mahesh ManjrekarSurya's Grandpa…"
Phata Poster Nikhla Hero,tt2615584,2013,4.9,"Action, Comedy, Crime","Shahid KapoorVishwas Rao, Ileana D'CruzKajal, Padmini KolhapureSavitri"
Rahasya,tt3337550,2015,7.6,"Mystery, Thriller","Kay Kay MenonSunil Paraskar, Ashish VidyarthiSachin Mahajan, Tisca ChopraAarti Mahajan"
Commando,tt0088944,1985,6.7,"Action, Adventure, Thriller","Arnold SchwarzeneggerMatrix, Rae Dawn ChongCindy, Dan HedayaArius"
Main Prem Ki Diwani Hoon,tt0265148,2003,3.8,"Comedy, Drama, Musical","Hrithik RoshanPrem Kishen Mathur, Kareena KapoorSanjana, Abhishek BachchanPrem Kumar"
Chori Chori Chupke Chupke,tt15374748,2021,9.5,,"Sahar Afsha, Savannah GraceyDaughter in restaurant, Sammy Jonas HeaneySteve Foriegner"
London Dreams,tt0486615,2009,5.4,"Drama, Music","Salman KhanManjeet 'Mannu' Khosla, Ajay DevgnArjun, Om PuriMr. Khosla"
Kyaa Kool Hain Hum 3,tt5290620,2016,1.9,Comedy,"Tusshar KapoorKanhaiya, Aftab ShivdasaniRocky, Krushna AbhishekMickey(as Krushna)"
Raavan,tt1334470,2010,5.4,"Action, Adventure, Drama","Abhishek BachchanBeera Munda, Aishwarya Rai BachchanRagini, GovindaSanjeevani Kumar"
Nautanki Saala!,tt2341766,2013,5.8,"Comedy, Drama, Romance","Ayushmann KhurranaRP aka Ram Parmar, Kunaal Roy KapurMandar Lele, Pooja SalviNandini Patel"
36 China Town,tt0477252,2006,5.7,"Comedy, Mystery, Thriller","Akshaye KhannaChief Police Inspector Karan, Shahid KapoorRaj Malhotra, Kareena KapoorPriya"
Baazaar,tt6514196,2018,6.5,"Crime, Drama, Thriller","Radhika AptePriya Rai, Saif Ali KhanShakun Kothari, Chitrangda SinghMandira Kothari"
Apaharan,tt0451631,2005,7.4,"Action, Crime, Drama","Ajay DevgnAjay Shastri, Nana PatekarTabrez Alam, Bipasha BasuMegha Basu"
Ta Ra Rum Pum,tt0833553,2007,5.7,"Comedy, Drama, Family","Saif Ali KhanRajveer 'RV' Singh, Rani MukerjiRadhika Shekar Rai Banerjee (Shona), Jaaved JaaferiHariprasad Dhirubhai 'Harry' Patel(as Javed Jaffrey)"
Tere Naal Love Ho Gaya,tt2130242,2012,5.9,"Comedy, Drama, Romance","Riteish DeshmukhViren(as Ritesh Deshmukh), Genelia DeshmukhMini(as Genelia D'Souza), Om PuriChaudhari"
Mela,tt0232079,2000,3.7,"Action, Adventure, Comedy","Aamir KhanKishan Pyare, Twinkle KhannaRoopa Singh, Faisal KhanShankar Shane"
Sarbjit,tt5120640,2016,7.3,"Biography, Drama","Randeep HoodaSarabjit Singh, Aishwarya Rai BachchanDalbir Kaur, Richa ChadhaSukhpreet Kaur"
Har Dil Jo Pyar Karega...,tt0250415,2000,5.1,"Comedy, Drama, Musical","Salman KhanRaj (Raju)…, Preity G ZintaJahnvi Goverdhan(as Priety Zinta), Rani MukerjiPooja Oberoi"
Heroine,tt1949548,2012,5.0,Drama,"Kareena KapoorMahi Arora, Arjun RampalAryan Khanna, Randeep HoodaAngad Paul"
Pyaar Kiya to Darna Kya,tt0173080,1998,6.6,"Action, Comedy, Drama","Salman KhanSuraj Khanna, KajolMuskaan Thakur, Arbaaz KhanVishal Thakur"
Laal Rang,tt5600714,2016,7.8,"Comedy, Crime, Drama","Randeep HoodaShankar Singh Malik, Akshay OberoiRajesh Dhiman, Rajneesh DuggalGajraj Singh"
Yamla Pagla Deewana,tt1773109,2011,5.7,"Action, Comedy, Drama","Nafisa AliMrs. Dhillon, Yugesh AnilGurmeet's Friend, Madhuri BhattacharyaItem Girl"
Break Ke Baad,tt1578261,2010,5.2,"Comedy, Drama, Romance","Imran KhanAbhay Gulati…, Deepika PadukoneAaliya Khan…, Namit ShahYoung Abhay"
Saheb Biwi Aur Gangster 3,tt7695014,2018,4.4,"Action, Crime, Drama","Sanjay DuttUday Pratap Singh, Jimmy ShergillAditya Pratap Singh, Mahie GillMadhvi Devi"
Humko Deewana Kar Gaye,tt0444840,2006,5.2,"Drama, Romance","Akshay KumarAditya Malhotra, Katrina KaifJia A. Yashvardhan, Bipasha BasuSonia Berry"
Mujhse Fraaandship Karoge,tt2057441,2011,6.9,"Comedy, Drama, Romance","Saqib SaleemVishal Bhatt, Saba AzadPreity Sen(as Saba Azaad), Nishant DahiyaRahul Sareen"
Yuvvraaj,tt1105747,2008,4.1,"Comedy, Drama, Musical","Salman KhanDeven Y. Yuvvraaj Singh, Anil KapoorGyanesh Yuvvraaj, Zayed KhanDanny Y. Yuvvraaj Singh"
Titli,tt3019620,2014,7.5,"Action, Crime, Drama","Shashank AroraTitli, Ranvir ShoreyVikram, Shivani RaghuvanshiNeelu"
Aurangzeb,tt2804026,2013,6.4,"Action, Drama, Thriller","Arjun KapoorAjay…, Zahrah S KhanRitu(as Sasha Aagha), Prithviraj SukumaranACP Arya Phogat"
Teri Meri Kahaani,tt2354407,2012,4.9,"Comedy, Drama, Romance","Shahid KapoorGovind…, Priyanka Chopra JonasRuksar(as Priyanka Chopra)…, Prachi DesaiMahi"
Raja Natwarlal,tt3483712,2014,6.2,"Crime, Thriller","Emraan HashmiRaja, Humaima MalikZiya, Paresh RawalYogi"
Dum Maaro Dum,tt1618430,2011,6.2,"Action, Crime, Drama","Abhishek BachchanACP Vishnu Kamath, Deepika PadukoneDancer in the song 'Dum Maaro Dum', Bipasha BasuZoe Mendonza"
Ishq Vishk,tt0362771,2003,6.1,"Comedy, Romance","Shahid KapoorRajiv Mathur(as Shahid), Amrita RaoPayal(as Amrita), Shenaz TreasuryAlisha Sahay(as Shenaz)"
Kill Dil,tt3380264,2014,4.5,"Action, Comedy, Drama","Ranveer SinghDev, Ali ZafarTutu, Parineeti ChopraDisha"
Raincoat,tt0405266,2004,7.7,"Drama, Romance","Ajay DevgnManoj 'Mannu', Aishwarya Rai BachchanNeerja 'Neeru'(as Aishwarya Rai), Annu KapoorLandlord"
Ek Thi Daayan,tt2406676,2013,5.7,"Horror, Romance, Thriller","Emraan HashmiBobo, Konkona Sen SharmaDiana, Kalki KoechlinLisa Dutt"
Dil Hai Ki Manta Nahin,tt0101733,1991,7.2,"Adventure, Comedy, Drama","Aamir KhanRaghu Jetley, Pooja BhattPooja Dharamchand, Anupam KherSeth Dharamchand"
Players,tt14833464,2024,5.6,"Comedy, Romance","Gina RodriguezMack, Damon Wayans Jr.Adam, Tom EllisNick"
Shaadi Ke Side Effects,tt3302962,2014,5.6,"Comedy, Romance","Farhan AkhtarSid, Vidya BalanTrisha, Vir DasManav"
Ghayal,tt0099652,1990,7.7,"Action, Crime, Drama","Sunny DeolAjay Mehra, Amrish PuriBalwant Rai, Meenakshi SheshadriVarsha Bharti(as Meenakshi Seshadri)"
Fiza,tt0248012,2000,6.0,"Crime, Drama, Romance","Karisma KapoorFiza Ikramullah, Hrithik RoshanAmaan Ikramullah, Jaya BachchanNishatbi Ikramullah"
Saheb Biwi Aur Gangster Returns,tt2362778,2013,6.7,"Action, Crime, Drama","Jimmy ShergillAditya Pratap Singh, Mahie GillMadhavi Devi, Irrfan KhanIndarjeet Singh"
Aiyaary,tt6774212,2018,5.3,"Action, Crime, Drama","Sidharth MalhotraMajor Jai Bakshi, Manoj BajpayeeColonel Abhay Singh, Rakul Preet SinghHacker Sonia Gupta"
Dil Bole Hadippa!,tt1202540,2009,4.7,"Comedy, Drama, Romance","Shahid KapoorRohan Singh, Rani MukerjiVeera Kaur(as Rani Mukherjee)…, Anupam KherChoudhary Vikramjeet 'Vicky' Singh"
Bullett Raja,tt2551378,2013,4.9,"Action, Crime, Drama","Saif Ali KhanRaja Misra, Sonakshi SinhaMitali, Vidyut JammwalArun Singh 'Munna'(as Vidyut Jamwal)"
Kyaa Super Kool Hain Hum,tt2027138,2012,5.0,Comedy,"Riteish DeshmukhSid(as Ritesh Deshmukh), Tusshar KapoorAdi, Neha SharmaSimran"
Hello Brother,tt0233856,1999,4.7,"Action, Comedy, Fantasy","Salman KhanHero, Rani MukerjiRani, Arbaaz KhanInspector Vishal"
Bewakoofiyaan,tt3483646,2014,5.5,"Comedy, Drama, Romance","Ayushmann KhurranaMohit Chaddha, Sonam KapoorMayera Sehgal, Rishi KapoorV.K. Sehgal"
Ram Jaane,tt0114231,1995,5.4,"Action, Crime, Drama","Shah Rukh KhanRam Jaane, Juhi ChawlaBela, Vivek MushranMurli"
A Killer Paradox,tt28642796,2024– ,7.3,"Comedy, Crime, Thriller","Choi Woo-sikLee Tang8 eps • 20248 episodes • 2024, Son Suk-kuJang Nan-gam8 eps • 20248 episodes • 2024, Lee Hee-joonSong Chon8 eps • 20248 episodes • 2024"
Rangoon,tt4909752,2017,5.6,"Action, Drama, History","Kangana RanautJulia, Shahid KapoorNawab Malik, Saif Ali KhanRusi Billimoria"
Zanjeer,tt2357489,2013,3.4,"Action, Crime, Drama","Ram CharanInspector Vijay Khanna(as Ram Charan Teja), Priyanka Chopra JonasMala(as Priyanka Chopra), Sanjay DuttSher Khan"
The Caine Mutiny Court-Martial,tt24249946,2023,6.8,"Drama, War","Kiefer SutherlandQueeg, Jason ClarkeGreenwald, Jake LacyMaryk"
OK Jaanu,tt5764024,2017,5.2,"Drama, Romance","Aditya Roy KapoorAditya, Shraddha KapoorTara, Naseeruddin ShahGopi Shrivastava"
God Tussi Great Ho,tt0476550,2008,3.7,"Comedy, Drama, Fantasy","Amitabh BachchanGod, Salman KhanArun Prajapati (A. P.), Priyanka Chopra JonasAlia Kapoor(as Priyanka Chopra)"
Kyon Ki...,tt0451787,2005,5.5,"Drama, Romance","Salman KhanAnand, Kareena KapoorDr. Tanvi Khurana, Rimi SenMaya"
Jattu Engineer,tt6642396,2017,6.2,Comedy,"Gaurav InsanVillager, Gaurav MahaurVillager, Muntazir Ahmad"
Judgementall Hai Kya,tt8108196,2019,6.0,"Comedy, Drama, Mystery","Kangana RanautBobby Batliwala Garewal, Rajkummar RaoKeshav…, Amyra DasturReema"
Meri Pyaari Bindu,tt5472374,2017,6.0,"Comedy, Drama, Romance","Ayushmann KhurranaAbhimanyu Roy, Parineeti ChopraBindu Shankarnarayanan, Amrita BagchiMaulshree"
Chhoti Si Baat,tt0072777,1976,8.3,"Comedy, Romance","Ashok KumarCol. Julius Nagendranath Wilfred Singh, Vidya SinhaPrabha Narayan, Amol PalekarArun Pradeep"
Gori Tere Pyaar Mein!,tt2275794,2013,4.9,"Comedy, Drama, Romance","Imran KhanSriram Venkat, Kareena KapoorDia Sharma(as Kareena Kapoor Khan), Sujata KumarSriram's mother"
Hate Story,tt2309987,2012,5.3,"Drama, Thriller","Nikhil DwivediVicky, Gulshan DevaiahSiddharth Dhanrajgir, Paoli DamKaavya Krishna"
Shor in the City,tt1916728,2010,7.2,"Crime, Drama","Tusshar KapoorTilak, Sendhil RamamurthyAbhay, Nikhil DwivediRamesh"
Bawarchi,tt0068257,1972,8.1,"Comedy, Musical, Drama","Rajesh KhannaRaghu (Bawarchi), Jaya BachchanKrishna Sharna(as Jaya Bhaduri), Usha KiranShobha Sharma"
B.A. Pass,tt2408040,2012,6.4,"Crime, Drama, Thriller","Shadab KamalMukesh, Shilpa ShuklaSarika, Rajesh SharmaMr. Khanna"
Ungli,tt2392447,2014,5.8,"Crime, Drama, Thriller","Sanjay DuttInspector Ashok Kale, Emraan HashmiNikhil, Kangana RanautMaya"
Masoom,tt0085913,1983,8.4,"Drama, Family","Naseeruddin ShahD.K. Malhotra (DK), Shabana AzmiIndu D. Malhotra, Jugal HansrajRahul D. Malhotra"
I Am Kalam,tt1805263,2010,7.9,"Comedy, Drama, Family","Gulshan GroverBhati, Harsh MayarChhotu…, PitobashLaptan"
Awaara,tt0043306,1951,7.8,"Drama, Musical, Romance","Raj KapoorRaj Raghunath, NargisRita, Prithviraj KapoorJustice Raghunath(as Prithviraj)"
Phillauri,tt5502766,2017,6.1,"Comedy, Drama, Fantasy","Anushka SharmaShashi, Diljit DosanjhRoop Lal Phillauri, Suraj SharmaKanan"
A Flying Jatt,tt5235880,2016,3.1,"Action, Adventure, Comedy","Tiger ShroffAman Dhillon (Flying Jatt), Jacqueline FernandezKirti, Nathan JonesRaka"
Filmistaan,tt2417560,2012,7.3,Comedy,"Sharib HashmiSunny, InaamulhaqAftaab, Kumud MishraMehmood"
Haraamkhor,tt2361746,2015,6.3,"Drama, Romance","Nawazuddin SiddiquiShyam Tekchand, Shweta TripathiSandhya, Trimala AdhikariSunita"
Happy Ending,tt21087084,2023,5.4,"Comedy, Romance","Denise AznamLuna's boss, Claire BenderTirza, Kanea BloklandBike flirter"
404 Error - IMDb,tt0415003,,,,
Ramaiya Vastavaiya,tt2357926,2013,5.7,"Action, Drama, Romance","Shruti HaasanSona(as Shruti K. Haasan), Girish TauraniRam, Sonu SoodRaghuveer, Sona's elder brother"
Rainbow,tt0275148,1972–1992,6.9,"Family, Talk-Show","Geoffrey HayesGeoffrey…993 eps • 1973–1992993 episodes • 1973–1992, Roy SkeltonGeorge…993 eps • 1973–1992993 episodes • 1973–1992, Stanley BatesBungle…920 eps • 1973–1989920 episodes • 1973–1989"
Mubarakan,tt6272828,2017,5.6,"Comedy, Romance","Anil KapoorKartar Singh, Arjun KapoorCharanveer Singh…, Ileana D'CruzSweety"
Double Dhamaal,tt1728239,2011,3.9,"Comedy, Crime, Drama","Sanjay DuttKabir Nayak, Riteish DeshmukhDeshbandhu Roy…, Arshad WarsiAditya Shrivastav…"
Who's There?,tt0195002,1999,7.8,"Mystery, Thriller","Urmila MatondkarMa'am, Manoj BajpayeeSameer A. Purnavale(as Manoj Bajpai), Sushant SinghQureshi"
Margarita with a Straw,tt2929690,2014,7.2,Drama,"Kalki KoechlinLaila, RevathiShubhangini(as Revathy)…, Sayani GuptaKhanum"
Yaadein...,tt0248617,2001,4.2,"Musical, Drama, Romance","Hrithik RoshanRonit Malhotra, Jackie ShroffRaj Singh Puri, Kareena KapoorIsha Singh Puri"
Jazbaa,tt4323504,2015,5.7,"Action, Crime, Drama","Aishwarya Rai BachchanAnuradha Verma, Irrfan KhanYohaan, Shabana AzmiGarima Chaudhary"
Bhoot,tt0341266,2003,6.4,"Horror, Mystery, Thriller","Ajay DevgnVishal, Urmila MatondkarSwati, Nana PatekarInspector Liyaqat Qureshi"
Zinda,tt0488906,2006,4.8,"Action, Drama, Mystery","Sanjay DuttBalajit 'Bala' Roy, John AbrahamRohit Chopra, Lara DuttaJenny Singh Sarji"
Lucky: No Time for Love,tt0449306,2005,4.6,"Musical, Drama, Romance","Salman KhanAditya ""Adi"" Sekhri, Sneha UllalLucky Negi, Mithun ChakrabortyRetd. Colonel Pindi Das Kapoor"
Aakrosh,tt1708453,2010,7.0,"Action, Crime, Drama","Ajay DevgnPratap Kumar, Akshaye KhannaSiddhant Chaturvedi, Bipasha BasuGeeta"
Eklavya,tt0459605,2007,6.0,"Action, Drama, Mystery","Amitabh BachchanEklavya, Saif Ali KhanPrince Harshwardhan, Sanjay DuttDSP Pannalal Chohaar"
1942: A Love Story,tt0109010,1994,7.2,"Action, Drama, History","Anil KapoorNarendra Singh, Jackie ShroffShubhankar, Manisha KoiralaRajeshwari Pathak"
Raaz: The Mystery Continues,tt1340838,2009,5.7,"Horror, Mystery, Romance","Kangana RanautNandita Chopra, Adhyayan SumanYash Dayal, Emraan HashmiPrithvi Singh"
Pushpaka Vimana,tt0251355,1987,8.6,"Comedy, Drama","Kamal HaasanUnemployed graduate, Amala AkkineniMagician's daughter(as Amala), Tinnu AnandKiller"
Mere Humsafar,tt21245840,2021– ,8.4,"Drama, Romance","Shrikant S. Pawar36 eps • 202236 episodes • 2022, Aamir QureshiJalees34 eps • 202234 episodes • 2022, Hania AamirHala"
Kyaa Kool Hai Hum,tt0456500,2005,6.1,"Comedy, Mystery","Tusshar KapoorRahul, Riteish DeshmukhKaran Pandey(as Ritesh Deshmukh), Isha KoppikarUrmila Martodkar"
Action Jericho,tt0094612,1988,5.5,"Action, Comedy, Crime","Carl WeathersDet. Jericho Jackson, Craig T. NelsonPeter Dellaplane, VanitySydney Ash"
Manto,tt6923462,2018,7.3,"Biography, Drama","Nawazuddin SiddiquiSaadat Hasan Manto, Rasika DugalSafia, Tahir Raj BhasinShyam"
Pataakha,tt8396128,2018,7.2,"Action, Comedy, Drama","Sanya MalhotraGenda Kumari 'Chhutki', Radhika MadanChampa Kumari 'Badki', Sunil GroverDipper Narad Muni"
Kabul Express,tt0770214,2006,6.8,"Adventure, Comedy, Drama","John AbrahamSuhel Khan, Arshad WarsiJai Kapoor, Salman ShahidImran 'Talib' Khan Afridi…"
Welcome to Sajjanpur,tt1221139,2008,6.9,"Comedy, Drama","Shreyas TalpadeMahadev, Amrita RaoKamala, Ravi KishanRamkumar"
Tum Bin 2,tt5717110,2016,4.8,"Drama, Romance","Neha SharmaTaran, Aditya SealShekar, Aashim GulatiAmar"
Chakravyuh,tt2292625,2012,6.8,"Action, Drama, Thriller","Manoj BajpayeeRajan(as Manoj Bajpai), Om PuriGovind Suryavanshi, Kabir BediPrashanth Mahanta"
Dus,tt0415768,2005,5.5,"Action, Crime, Drama","Sanjay DuttSiddanth Dheer, Suniel ShettyDanish 'Dan'(as Sunil Shetty), Abhishek BachchanShashank Dheer"
Jhoom Barabar Jhoom,tt0833476,2007,3.7,"Comedy, Drama, Musical","Abhishek BachchanRakesh 'Ricky' Thakral, Preity G ZintaAlvira Khan(as Preity Zinta), Bobby DeolSatvinder 'Steve' Singh"
Pyaar Ke Side Effects,tt0480572,2006,6.8,"Comedy, Drama, Romance","Rahul BoseSiddharth Bose, Mallika SherawatTrisha Mallick, Ranvir ShoreyNanoo(as Ranvir Sheorey)"
Ghatak,tt0116407,1996,7.5,"Action, Drama","Sunny DeolKashi Nath, Meenakshi SheshadriGauri(as Meenakshi Seshadri), Danny DenzongpaKatya"
Baabul,tt0419468,2006,5.4,"Drama, Family, Romance","Amitabh BachchanBalraj Kapoor, Salman KhanAvinash 'Avi' B. Kapoor, Hema MaliniShobhna B. Kapoor"
Pyaar Impossible!,tt1351224,2010,4.9,"Comedy, Romance","Priyanka Chopra JonasAlisha Merchant(as Priyanka Chopra), Anupam KherAbhay's father, Jugal HansrajShowroom Manager"
Chalo Dilli,tt1884268,2011,6.8,"Comedy, Drama","Vinay PathakManu Gupta, Lara DuttaMihika Mukherjee, Yana GuptaDancer…"
Shiva Baby,tt11317142,2020,7.1,"Comedy, Drama","Rachel SennottDanielle, Danny DeferrariMax, Fred MelamedJoel"
Parinda Paar Geyaa,tt29932702,2023,7.3,"Drama, Musical, Romance","Gurnam Bhullar, Roopi Gill, Donny Kapoor"
Satte Pe Satta,tt0084630,1982,7.2,"Action, Comedy, Drama","Amitabh BachchanRavi Anand…, Hema MaliniIndu R. Anand, Ranjeeta KaurSeema Singh"
Shatranj Ke Khilari,tt0076696,1977,7.5,"Comedy, Drama, History","Sanjeev KumarMirza Sajjad Ali, Saeed JaffreyMir Roshan Ali, Shabana AzmiKhurshid, Mirza's wife"
Faltu,tt25503524,2022– ,3.6,"Drama, Romance","Niharika ChoukseyFaltu269 eps • 2022–2023269 episodes • 2022–2023, Mahesh Thakur269 eps • 2022–2023269 episodes • 2022–2023, Aakash Ahuja269 eps • 2022–2023269 episodes • 2022–2023"
Tevar,tt3398048,2015,4.2,"Action, Drama, Romance","Arjun KapoorPintoo Shukla, Sonakshi SinhaRadhika Mishra, Manoj BajpayeeGajendar Singh"
Jaani Dushman: Ek Anokhi Kahani,tt0326983,2002,2.7,"Action, Fantasy, Horror","Sunny DeolKaran Saxena, Arman KohliKapil, Manisha KoiralaVasundhara…"
Ekk Deewana Tha,tt2126282,2012,6.1,"Drama, Romance","Prateik Patil BabbarSachin(as Prateik), Amy JacksonJessie Thekekuttu, Sachin KhedekarMr. Kulkarni"
Darna Mana Hai,tt0349333,2003,6.3,Horror,"Saif Ali KhanAnil Manchandani, Boman IraniHotel owner, Nana PatekarJohn Rodrigues"
Humraaz,tt0326576,2002,6.4,"Romance, Thriller","Bobby DeolRaj Singhania, Akshaye KhannaKaran Malhotra, Ameesha PatelPriya(as Amisha Patel)"
Total Siyapaa,tt2727028,2014,5.0,"Comedy, Drama, Romance","Ali ZafarAman, Yami GautamAsha, Anupam KherAsha's Father"
Damini,tt0106655,1993,7.8,"Crime, Drama","Meenakshi SheshadriDamini Gupta, Rishi KapoorShekhar Gupta, Sunny DeolAdvocate Govind Srivastav"
Aaja Nachle,tt0986213,2007,6.2,"Drama, Family, Music","Madhuri DixitDia Srivastav, Darshan JariwalaGuru Makarand(as Darshan Zariwala), Raghubir YadavDoctor(as Raghuvir Yadav)"
Sadma,tt0086230,1983,8.3,"Drama, Romance","Kamal HaasanK. Somprakash 'Somu', SrideviNehalata Malhotra 'Reshmi', Gulshan GroverBalua"
Khilona Bana Khalnayak,tt3671294,1995,7.3,"Comedy, Horror","Kishori AmbiyeGauri, Laxmikant BerdeLakshya (Laxmikant Bolke), Ravindra BerdeTukya (Hawaldar Tukaram)"
Simran,tt6405126,2017,5.2,"Crime, Drama, Thriller","Kangana RanautPraful Patel, Sohum ShahSameer, Esha TewariSalma"
Zakhm,tt0211126,1998,7.9,Drama,"Ajay DevgnAjay, Pooja BhattMrs. Desai, Nagarjuna AkkineniRaman Desai"
Raabta,tt5542802,2017,4.7,"Action, Drama, Fantasy","Kriti SanonSaira…, Deepika PadukoneDancer, Rajkummar RaoMuwaqqit"
The Shaukeens,tt3848888,2014,4.8,Comedy,"Akshay KumarAkshay Kumar, Lisa HaydonAhana, Anupam KherLalivani"
Aan: Men at Work,tt0363409,2004,5.8,"Action, Crime, Drama","Akshay KumarDCP Hari Om Patnaik, Shatrughan SinhaSr. Inspector Vikram Singh, Suniel ShettySub. Insp. Appa Kadam Naik(as Sunil Shetty)"
Chal Mere Bhai,tt0245825,2000,4.7,"Comedy, Romance","Sanjay DuttVicky Oberoi, Salman KhanPrem Oberoi, Karisma KapoorSapna Mehra"
Dil Dosti Etc,tt1099196,2007,6.9,"Comedy, Crime, Drama","Imaaduddin ShahApurv(as Imaad Shah), Shreyas TalpadeSanjay Mishra, Smriti MishraVaishali"
Sanam Re,tt4262516,2016,3.2,"Drama, Romance","Rishi KapoorDadu, Pulkit SamratAkash, Yami GautamShruti"
Pyaar to Hona Hi Tha,tt0173081,1998,6.6,"Comedy, Drama, Romance","Ajay DevgnShekhar, KajolSanjana, Bijay AnandRahul Bajaj"
Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","Simon PeggNandor Fodor, Minnie DriverAnne, Christopher LloydDr. Harry Price"
Bbuddah... Hoga Terra Baap,tt1869296,2011,5.6,"Action, Comedy, Crime","Amitabh BachchanVijju 'Bbuddah', Hema MaliniSita Malhotra, Sonu SoodACP Karan Malhotra"
